"brand","source","id","name","article","stock","unit","category","strongCandidate"
"SCHNEIDER","AgentPlus","DD947D2B-33C9-11E7-BB4B-BC5FF4F4F2AA","Автоматичний вимикач 1 пол. 25А С 4,5 кА Easy9 ""Schneider Electric"" EZ9F34125","","73","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","DD947D27-33C9-11E7-BB4B-BC5FF4F4F2AA","Автоматичний вимикач 1 пол. 16А С 4,5 кА Easy9 ""Schneider Electric"" EZ9F34116","","34","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","53C7F996-9D71-11E3-822B-902B34A4365E","Вимикач 1-кл. внутрішній білий ""SCHNEIDER Asfora"" EPH0100121","EPH0100121","30","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Електрофурнітура / Серія ASFORA ( внутрішня ) / Серія ASFORA ( колір білий )","yes"
"SCHNEIDER","AgentPlus","53C7F998-9D71-11E3-822B-902B34A4365E","Вимикач 2-кл. внутрішній білий ""SCHNEIDER Asfora"" EPH0300121","EPH0300121","28","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Електрофурнітура / Серія ASFORA ( внутрішня ) / Серія ASFORA ( колір білий )","yes"
"SCHNEIDER","AgentPlus","DD947D25-33C9-11E7-BB4B-BC5FF4F4F2AA","Автоматичний вимикач 1 пол. 10А С 4,5 кА Easy9 ""Schneider Electric"" EZ9F34110","","26","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","53C7F99E-9D71-11E3-822B-902B34A4365E","Розетка 1-а з/з внутрішня біла ""SCHNEIDER Asfora"" EPH2900121","EPH2900121","20","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Електрофурнітура / Серія ASFORA ( внутрішня ) / Серія ASFORA ( колір білий )","yes"
"SCHNEIDER","AgentPlus","DD947D2D-33C9-11E7-BB4B-BC5FF4F4F2AA","Автоматичний вимикач 1 пол. 32А С 4,5 кА Easy9 ""Schneider Electric"" EZ9F34132","","7","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","FB60E36F-33B9-11E7-BB4B-BC5FF4F4F2AA","Автоматичний вимикач 2 пол. 20А C 4,5 кА Easy9 ""Schneider Electric"" EZ9F34220","","7","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","53C7F997-9D71-11E3-822B-902B34A4365E","Вимикач 1-кл. внутрішній з підсвічуванням білий ""SCHNEIDER Asfora"" EPH1400121","EPH1400121","7","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Електрофурнітура / Серія ASFORA ( внутрішня ) / Серія ASFORA ( колір білий )","yes"
"SCHNEIDER","AgentPlus","DD947D2F-33C9-11E7-BB4B-BC5FF4F4F2AA","Автоматичний вимикач 1 пол. 40А С 4,5 кА Easy9 ""Schneider Electric"" EZ9F34140","","6","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","CD3FDA2F-EB27-11E4-B79D-BC5FF4F4F2AA","Вимикач 2-кл. внутрішній прохідний білий ""SCHNEIDER Asfora"" EPH0600121","EPH0600121","6","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Електрофурнітура / Серія ASFORA ( внутрішня ) / Серія ASFORA ( колір білий )","yes"
"SCHNEIDER","AgentPlus","DD947D29-33C9-11E7-BB4B-BC5FF4F4F2AA","Автоматичний вимикач 1 пол. 20А С 4,5 кА Easy9 ""Schneider Electric"" EZ9F34120","","5","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","E613936C-D4B3-11E5-BEDE-BC5FF4F4F2AA","Автоматичний вимикач 1 пол. 50А C 4,5 кА Easy9 ""Schneider Electric"" EZ9F34150","","5","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","FB60E36D-33B9-11E7-BB4B-BC5FF4F4F2AA","Автоматичний вимикач 2 пол. 16А C 4,5 кА Easy9 ""Schneider Electric"" EZ9F34216","","4","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","FB60E379-33B9-11E7-BB4B-BC5FF4F4F2AA","Автоматичний вимикач 2 пол. 63А C 4,5 кА Easy9 ""Schneider Electric"" EZ9F34263","","4","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","DD947D3B-33C9-11E7-BB4B-BC5FF4F4F2AA","Автоматичний вимикач 3 пол. 32А С 4,5 кА Easy9 ""Schneider Electric"" EZ9F34332","","4","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","53C7F99C-9D71-11E3-822B-902B34A4365E","Рамка 4-а горизонтальна біла ""SCHNEIDER Asfora"" EPH5800421","EPH5800421","4","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Електрофурнітура / Серія ASFORA ( внутрішня ) / Серія ASFORA ( колір білий )","yes"
"SCHNEIDER","AgentPlus","E613936E-D4B3-11E5-BEDE-BC5FF4F4F2AA","Автоматичний вимикач 1 пол. 63А C 4,5 кА Easy9 ""Schneider Electric"" EZ9F34163","","3","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","FB60E377-33B9-11E7-BB4B-BC5FF4F4F2AA","Автоматичний вимикач 2 пол. 50А C 4,5 кА Easy9 ""Schneider Electric"" EZ9F34250","","3","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Низьковольтне обладнання / Серія - Easy9 / Автоматичні вимикачі - EASY9 / Автоматичні вимикачі - EASY9 - клас ""С""","no"
"SCHNEIDER","AgentPlus","774907C3-DB96-11EA-85C0-BC5FF4F4F2AA","Вимикач 1-кл. внутрішній з підсвічуванням антрацит ""SCHNEIDER Asfora"" EPH1400171","EPH1400171","3","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / SCHNEIDER / Електрофурнітура / Серія ASFORA ( внутрішня ) / Серія ASFORA ( колір антрацит )","yes"
"LEZARD","AgentPlus","BA14D623-9EEA-11EB-AE88-BC5FF4F4F2AA","Розетка 2-а б/з внутрішня білий LEZARD Deriy 702-0202-128В","Deriy702-0202-128","134","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DERIY ( внутрішня серія ) / Серія DERIY ( колір білий )","yes"
"LEZARD","AgentPlus","CC586505-9EEA-11EB-AE88-BC5FF4F4F2AA","Розетка 1-а б/з внутрішня білий LEZARD Deriy 702-0202-121В","Deriy702-0202-121","123","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DERIY ( внутрішня серія ) / Серія DERIY ( колір білий )","yes"
"LEZARD","AgentPlus","CC5864D5-9EEA-11EB-AE88-BC5FF4F4F2AA","Розетка 1-а з/з внутрішня білий LEZARD Deriy 702-0202-122В","Deriy702-0202-122","54","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DERIY ( внутрішня серія ) / Серія DERIY ( колір білий )","yes"
"LEZARD","AgentPlus","CC5864AD-9EEA-11EB-AE88-BC5FF4F4F2AA","Розетка 2-а б/з внутрішня білий LEZARD Lesya 705-0202-128B","705-0202-128B","44","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія LESYA  ( внутрішня серія ) / Серія LESYA  ( колір білий )","yes"
"LEZARD","AgentPlus","AD95071C-9EEA-11EB-AE88-BC5FF4F4F2AA","Вимикач 1-кл. зовніішній білий LEZARD Demet 711-0200-100","711-0200-100","43","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DEMET ( зовнішня серія ) / Серія DEMET ( колір білий )","yes"
"LEZARD","AgentPlus","CC5864DD-9EEA-11EB-AE88-BC5FF4F4F2AA","Розетка 1-а з/з внутрішня з кришкою білий LEZARD Deriy 702-0202-123B","702-0202-123B","37","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DERIY ( внутрішня серія ) / Серія DERIY ( колір білий )","yes"
"LEZARD","AgentPlus","838F527F-09CC-11EC-A0DF-BC5FF4F4F2AA","Розетка 1-а б/з внутрішня білий з білою вставкою LEZARD Mira 701-0202-121B","701-0202-121B","36","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія MIRA ( внутрішня серія ) / Серія MIRA ( колір білий )","yes"
"LEZARD","AgentPlus","A8BF3E88-E633-11EB-9099-BC5FF4F4F2AA","Розетка 1-а б/з зовнішня білий LEZARD Viola 751-0200-121","751-0200-121","36","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія VIOLA ( зовнішня серія ) / Серія VIOLA ( колір білий )","yes"
"LEZARD","AgentPlus","CC5864C5-9EEA-11EB-AE88-BC5FF4F4F2AA","Розетка 2-а з/з внутрішня білий LEZARD Lesya 705-0202-127B","705-0202-127B","36","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія LESYA  ( внутрішня серія ) / Серія LESYA  ( колір білий )","yes"
"LEZARD","AgentPlus","AD950718-9EEA-11EB-AE88-BC5FF4F4F2AA","Розетка 1-а з/з зовнішня білий LEZARD Demet 711-0200-122","711-0200-122","32","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DEMET ( зовнішня серія ) / Серія DEMET ( колір білий )","yes"
"LEZARD","AgentPlus","6CE8B284-08C6-11EC-BA3D-BC5FF4F4F2AA","Розетка 1-а з/з внутрішня крем LEZARD Deriy 702-0303-122В","Deriy702-0303-122","30","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DERIY ( внутрішня серія ) / Серія DERIY ( колір крем )","yes"
"LEZARD","AgentPlus","EF8EA44E-08F8-11EC-BA3D-BC5FF4F4F2AA","Розетка 2-а б/з внутрішня крем LEZARD Deriy 702-0303-128B","702-0303-128B","30","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DERIY ( внутрішня серія ) / Серія DERIY ( колір крем )","yes"
"LEZARD","AgentPlus","AD95071A-9EEA-11EB-AE88-BC5FF4F4F2AA","Розетка 2-а б/з зовнішня закритий корпус білий LEZARD Demet 711-0200-128","711-0200-128","28","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DEMET ( зовнішня серія ) / Серія DEMET ( колір білий )","yes"
"LEZARD","AgentPlus","5575F170-09C9-11EC-A0DF-BC5FF4F4F2AA","Вимикач 1-кл. внутрішній білий з білою вставкою LEZARD Mira 701-0202-100","701-0202-100","27","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія MIRA ( внутрішня серія ) / Серія MIRA ( колір білий )","yes"
"LEZARD","AgentPlus","AD95073C-9EEA-11EB-AE88-BC5FF4F4F2AA","Розетка 2-а з/з зовнішня закритий корпус білий LEZARD Demet 711-0200-127","711-0200-127","27","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DEMET ( зовнішня серія ) / Серія DEMET ( колір білий )","yes"
"LEZARD","AgentPlus","CC5864C3-9EEA-11EB-AE88-BC5FF4F4F2AA","Розетка 1-а з/з внутрішня білий LEZARD Lesya 705-0202-122B","705-0202-122B","26","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія LESYA  ( внутрішня серія ) / Серія LESYA  ( колір білий )","yes"
"LEZARD","AgentPlus","838F5287-09CC-11EC-A0DF-BC5FF4F4F2AA","Розетка 2-а б/з внутрішня білий з білою вставкою LEZARD Mira 701-0202-128B","701-0202-128B","26","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія MIRA ( внутрішня серія ) / Серія MIRA ( колір білий )","yes"
"LEZARD","AgentPlus","CC5864FD-9EEA-11EB-AE88-BC5FF4F4F2AA","Вимикач 1-кл. внутрішній з підсвіткою білий LEZARD Deriy 702-0202-111","702-0202-111","25","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DERIY ( внутрішня серія ) / Серія DERIY ( колір білий )","yes"
"LEZARD","AgentPlus","CC586513-9EEA-11EB-AE88-BC5FF4F4F2AA","Рамка 2-а горизонтальна білий LEZARD Deriy 702-0200-147","702-0200-147","25","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DERIY ( внутрішня серія ) / Серія DERIY ( колір білий )","yes"
"LEZARD","AgentPlus","CC5864FF-9EEA-11EB-AE88-BC5FF4F4F2AA","Вимикач 2-кл. внутрішній з підсвіткою білий LEZARD Deriy 702-0202-112","702-0202-112","24","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / LEZARD / Електрофурнітура / Серія DERIY ( внутрішня серія ) / Серія DERIY ( колір білий )","yes"
"HAGER","AgentPlus","7FEF7F9F-66DE-11EE-9B04-BC5FF4F4F2AA","Перемикач I-0-II з загальним виходом зверху, 2-пол., 25А/230В ""HAGER"" SFT225","SFT225","3","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / HAGER / Перемикачі з загальним виходом ( для генераторів )","yes"
"HAGER","AgentPlus","7FEF7F9D-66DE-11EE-9B04-BC5FF4F4F2AA","Перемикач I-0-II з загальним виходом зверху, 2-пол., 32А/230В ""HAGER"" SFT232","SFT232","3","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / HAGER / Перемикачі з загальним виходом ( для генераторів )","yes"
"HAGER","AgentPlus","08443209-E9FB-11EB-B275-BC5FF4F4F2AA","Утримувач з клемами PE/N: 19xN+17xPE / 5xN+5xPE#ст#""HAGER"" VZ463#ст##ст##ст##ст##ст##ст##ст##ст##ст##ст##ст##ст##ст##ст##ст##ст##ст##ст#","VZ463","3","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / HAGER / Розподільні електричні щити та шафи / Щити VOLTA / Аксесуари для щитів VOLTA","yes"
"HAGER","AgentPlus","DFC55536-70B4-11EC-A594-BC5FF4F4F2AA","Автоматичний вимикач 3P 6kA C-50A 3M ""HAGER"" MCN350","MCN350","1","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / HAGER / Автоматичні вимикачі / Автоматичні вимикачі Hager ""C"" 6kA / Автоматичні вимикачі Hager ""C"" 6kA - 3 полюси","yes"
"HAGER","AgentPlus","75D956E6-31D7-11E4-B9D7-BC5FF4F4F2AA","Щит внутрішньої установки з білими дверцятами, 24 мод. (2х12), GOLF ""HAGER"" VF212PD#ст##ст##ст##ст##ст##ст#","VF212PD","1","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / HAGER / Розподільні електричні щити та шафи / Щити GOLF IP41 / Внутрішньої установки","yes"
"TAKEL","AgentPlus","AF429CA3-D3B1-11ED-8C85-BC5FF4F4F2AA","Наконечник втулковий з ізоляцією HB 4/10, блакитний (100шт) (8536901000)","100","6","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / БРЕНДИ ПІД ЗАМОВЛЕННЯ! / TAKEL / НАКОНЕЧНИКИ КАБЕЛЬНІ СЛАБКОСТРУМОВІ / НАКОНЕЧНИКИ ВТУЛКОВІ (ТРУБЧАСТІ) З ІЗОЛЯЦІЄЮ НВ І Е","no"
"TAKEL","AgentPlus","AF429CA1-D3B1-11ED-8C85-BC5FF4F4F2AA","Наконечник втулковий з ізоляцією HB 4/10, червоний (100шт) (8536901000)","100","6","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / БРЕНДИ ПІД ЗАМОВЛЕННЯ! / TAKEL / НАКОНЕЧНИКИ КАБЕЛЬНІ СЛАБКОСТРУМОВІ / НАКОНЕЧНИКИ ВТУЛКОВІ (ТРУБЧАСТІ) З ІЗОЛЯЦІЄЮ НВ І Е","no"
"TAKEL","AgentPlus","AF429CA5-D3B1-11ED-8C85-BC5FF4F4F2AA","Наконечник втулковий з ізоляцією HB 4/10, сірий (100шт) (8536901000)","100","5","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / БРЕНДИ ПІД ЗАМОВЛЕННЯ! / TAKEL / НАКОНЕЧНИКИ КАБЕЛЬНІ СЛАБКОСТРУМОВІ / НАКОНЕЧНИКИ ВТУЛКОВІ (ТРУБЧАСТІ) З ІЗОЛЯЦІЄЮ НВ І Е","no"
"TAKEL","AgentPlus","AF429CA7-D3B1-11ED-8C85-BC5FF4F4F2AA","Наконечник втулковий з ізоляцією HB 4/10, чорний (100шт) (8536901000)","100","5","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / БРЕНДИ ПІД ЗАМОВЛЕННЯ! / TAKEL / НАКОНЕЧНИКИ КАБЕЛЬНІ СЛАБКОСТРУМОВІ / НАКОНЕЧНИКИ ВТУЛКОВІ (ТРУБЧАСТІ) З ІЗОЛЯЦІЄЮ НВ І Е","no"
"TAKEL","AgentPlus","AF429C9F-D3B1-11ED-8C85-BC5FF4F4F2AA","Наконечник втулковий з ізоляцією HB 4/10, зелений (100шт) (8536901000)","100","4","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / БРЕНДИ ПІД ЗАМОВЛЕННЯ! / TAKEL / НАКОНЕЧНИКИ КАБЕЛЬНІ СЛАБКОСТРУМОВІ / НАКОНЕЧНИКИ ВТУЛКОВІ (ТРУБЧАСТІ) З ІЗОЛЯЦІЄЮ НВ І Е","no"
"TAKEL","AgentPlus","AF429CB5-D3B1-11ED-8C85-BC5FF4F4F2AA","Наконечник втулковий з ізоляцією HB 6/12, чорний (100шт) (8536901000)","100","1","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / БРЕНДИ ПІД ЗАМОВЛЕННЯ! / TAKEL / НАКОНЕЧНИКИ КАБЕЛЬНІ СЛАБКОСТРУМОВІ / НАКОНЕЧНИКИ ВТУЛКОВІ (ТРУБЧАСТІ) З ІЗОЛЯЦІЄЮ НВ І Е","no"
"TAKEL","AgentPlus","E55FBA47-5415-11F1-8E26-BC5FF4F4F2AA","Наконечник кільцевий без ізоляції RNB 1,25-10 (0,5-1,5/10) TAKEL","","1","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / БРЕНДИ ПІД ЗАМОВЛЕННЯ! / TAKEL / НАКОНЕЧНИКИ КАБЕЛЬНІ СЛАБКОСТРУМОВІ","no"
"GAL-KAT","AgentPlus","96564F6E-CBCB-11EC-81AC-BC5FF4F4F2AA","Провід ШВВП 2х1,5 ""GAL-KAT"" ГОСТ","","2300","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / GAL-KAT кабель / ШВВП","no"
"GAL-KAT","AgentPlus","7EE78283-2C12-11EC-9962-BC5FF4F4F2AA","Провід ШВВП 2х2,5 ""GAL-KAT"" ГОСТ","","1478","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / GAL-KAT кабель / ШВВП","no"
"GAL-KAT","AgentPlus","CCABEDCB-0CA9-11ED-BDDB-BC5FF4F4F2AA","Кабель ВВГнг-LS-П 2х1,5 ""GAL-KAT"" ГОСТ","","1322","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / GAL-KAT кабель / ВВГнг-LS-П","no"
"GAL-KAT","AgentPlus","6D88D44D-E0BC-11EC-BA25-BC5FF4F4F2AA","Кабель ВВГнг-LS-П 3х1,5 ""GAL-KAT"" ГОСТ","","1289","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / GAL-KAT кабель / ВВГнг-LS-П","no"
"GAL-KAT","AgentPlus","7EE78281-2C12-11EC-9962-BC5FF4F4F2AA","Провід ПВС 2х1,5 ""GAL-KAT"" ГОСТ","","1253","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / GAL-KAT кабель / ПВС","no"
"GAL-KAT","AgentPlus","CCABEDCD-0CA9-11ED-BDDB-BC5FF4F4F2AA","Кабель ВВГнг-LS-П 3х2,5 ""GAL-KAT"" ГОСТ","","933","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / GAL-KAT кабель / ВВГнг-LS-П","no"
"GAL-KAT","AgentPlus","03664BB5-2700-11EE-ACDE-BC5FF4F4F2AA","Кабель КГНВтп 2х2,5 ""GAL-KAT"" ГОСТ","","900","шт","ПРОДУКЦІЯ КОМПАНІЇ ""ULTRA SVET"" / ЕЛЕКТРОТЕХНІЧНА ПРОДУКЦІЯ / GAL-KAT кабель / КГНВтп - аналог КГНВ!","no"
