"status","article","brand","name","agentGuid","stock","imageUrl","imageSource","score","reason"
"found","LTL20027","LEMANSO","Кусачки 180мм сині ""LEMANSO"" LTL20027","5AE19F08-9D71-11E3-822B-902B34A4365E","1","https://cdn.27.ua/sc--media--prod/default/97/07/08/97070893-ece5-4635-8c1a-07d6608667bb.jpg","https://epicentrk.ua/shop/mplc-smatocki-lemanso-ltl20027-180-mm-5934-1ee223bf-41ac-65ec-bb79-9f0d0961b27f.html","107","epicentr"
"found","LM3827","LEMANSO","Лампа інфрачервона 175W E27 230V гарант. 6міс ""LEMANSO"" LM3827","0FC82C2E-73C4-11EE-9B50-BC5FF4F4F2AA","25","https://cdn.27.ua/sc--media--prod/default/8e/31/f9/8e31f9bd-8a19-4106-a203-dedcea545ae5.jpg","https://epicentrk.ua/shop/mplc-lampa-infracervona-griuca-lemanso-175w-e27-220v-lm3827-1f0a4827-e705-67aa-8e5e-49d34deee6c6.html","107","epicentr"
"not_found","LTL20018","LEMANSO","Кусачки 125мм оранжево-сірі ""LEMANSO"" LTL20018","5AE19F12-9D71-11E3-822B-902B34A4365E","1","","","","no_strict_source_match"
"found","LM3023","LEMANSO","Лампа світлодіодна 4W E14 COB 4500K для витяжки ""LEMANSO"" LM3023","00F3FB04-EC59-11E9-AFAB-BC5FF4F4F2AA","7","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/drugie-vidi/vitiagka.jpg","https://ultra-svet.com/lampa-svetodiodnaya-4w-e14-cob-4500k-dlya-vytyazhki-lemanso-lm3023","98","pwa-catalog"
"found","LM3023","LEMANSO","Лампа світлодіодна 4W E14 COB 6500K для витяжки ""LEMANSO"" LM3023","00F3FB06-EC59-11E9-AFAB-BC5FF4F4F2AA","7","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/drugie-vidi/vitiagka.jpg","https://ultra-svet.com/lampa-svetodiodnaya-4w-e14-cob-4500k-dlya-vytyazhki-lemanso-lm3023","98","pwa-catalog"
"found","LM796","LEMANSO","Лампа світлодіодна C37 8W E14 800LM 6500K 175-265V свічка ""LEMANSO"" LM796","7D147794-E644-11E8-8302-BC5FF4F4F2AA","15","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/svecha/svechae27-2.jpg","https://ultra-svet.com/lampa-svetodiodnaya-c37-8w-e14-800lm-4000k-175-265v-svecha-lemanso-lm796","98","pwa-catalog"
"found","LM797","LEMANSO","Лампа світлодіодна C37 8W E27 800LM 6500K 175-265V свічка ""LEMANSO"" LM797","6BA4B2A8-1ED5-11E9-B753-BC5FF4F4F2AA","32","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/svecha/svechae27-1.jpg","https://ultra-svet.com/lampa-svetodiodnaya-c37-8w-e27-800lm-6500k-175-265v-svecha-lemanso-lm797","98","pwa-catalog"
"found","LM3053","LEMANSO","Лампа світлодіодна С37 9W E14 1080LM 6500K 175-265V свічка ""LEMANSO"" LM3053","8A825E4B-EDF0-11E9-A4EC-BC5FF4F4F2AA","34","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/svecha/svechae27-2.jpg","https://ultra-svet.com/lampa-svetodiodnaya-c37-9w-e14-1080lm-4000k-175-265v-svecha-lemanso-lm3053","98","pwa-catalog"
"found","LM3054","LEMANSO","Лампа світлодіодна С37 9W E27 1080LM 6500K 175-265V свічка ""LEMANSO"" LM3054","8A825E4D-EDF0-11E9-A4EC-BC5FF4F4F2AA","28","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/svecha/svechae27-1.jpg","https://ultra-svet.com/lampa-svetodiodnaya-c37-9w-e27-1080lm-4000k-175-265v-svecha-lemanso-lm3054","98","pwa-catalog"
"found","LM3018","LEMANSO","Лампа світлодіодна C37T 8W E14 800LM 4000K 175-265V свічка на вітрі ""LEMANSO"" LM3018","C1AF0599-709B-11E9-B699-BC5FF4F4F2AA","16","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/svecha-na-vetru/img21092_13474_big.jpg","https://ultra-svet.com/lampa-svetodiodnaya-c37t-8w-e14-800lm-4000k-175-265v-svecha-na-vetru-lemanso-lm3018","98","pwa-catalog"
"found","LM3018","LEMANSO","Лампа світлодіодна C37T 8W E14 800LM 6500K 175-265V свічка на вітрі ""LEMANSO"" LM3018","C1AF059B-709B-11E9-B699-BC5FF4F4F2AA","19","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/svecha-na-vetru/img21092_13474_big.jpg","https://ultra-svet.com/lampa-svetodiodnaya-c37t-8w-e14-800lm-4000k-175-265v-svecha-na-vetru-lemanso-lm3018","98","pwa-catalog"
"found","LM217","LEMANSO","Лампа світлодіодна A60 10W E27 800LM 4000K 175-265V ""LEMANSO"" LM217","6FCB2E93-86B6-11E5-B379-BC5FF4F4F2AA","233","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/grusha-klassicheskaya/3790.jpg","https://ultra-svet.com/lampa-svetodiodnaya-a60-10w-e27-800lm-6500k-175-265v-lemanso-lm217","98","pwa-catalog"
"found","LM791","LEMANSO","Лампа світлодіодна A60 15W E27 1350LM 4000K 175-265V ""LEMANSO"" LM791","34362478-A12B-11E8-836C-BC5FF4F4F2AA","106","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/grusha-klassicheskaya/3790.jpg","https://ultra-svet.com/lampa-svetodiodnaya-15w-a60-e27-1350lm-6500k-230v-lemanso-lm379","98","pwa-catalog"
"found","LM217","LEMANSO","Лампа світлодіодна A60 10W E27 800LM 6500K 175-265V ""LEMANSO"" LM217","465D1FF0-594A-11EA-8B9C-BC5FF4F4F2AA","188","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/grusha-klassicheskaya/3790.jpg","https://ultra-svet.com/lampa-svetodiodnaya-a60-10w-e27-800lm-6500k-175-265v-lemanso-lm217","98","pwa-catalog"
"found","LM3038","LEMANSO","Лампа світлодіодна A60 15W E27 1700LM 6500K 175-265V ""LEMANSO"" LM3038","7D2B3270-00D9-11E8-BFD2-BC5FF4F4F2AA","64","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/grusha-klassicheskaya/3790.jpg","https://ultra-svet.com/lampa-svetodiodnaya-a60-15w-e27-1700lm-6500k-175-265v-lemanso-lm3038","98","pwa-catalog"
"found","LM3086","LEMANSO","Лампа світлодіодна A60 7W E27 175-265V блакитна ""LEMANSO"" LM3086","E86DE128-CA8E-11EA-B031-BC5FF4F4F2AA","6","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/grusha-klassicheskaya/lm3086-1.jpg","https://ultra-svet.com/lampa-svetodiodnaya-a60-7w-e27-175-265v-rozovaya-lemanso-lm3086","98","pwa-catalog"
"found","LM3086","LEMANSO","Лампа світлодіодна A60 7W E27 175-265V жовта ""LEMANSO"" LM3086","E86DE12A-CA8E-11EA-B031-BC5FF4F4F2AA","8","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/grusha-klassicheskaya/lm3086-1.jpg","https://ultra-svet.com/lampa-svetodiodnaya-a60-7w-e27-175-265v-rozovaya-lemanso-lm3086","98","pwa-catalog"
"found","LM3086","LEMANSO","Лампа світлодіодна A60 7W E27 175-265V зелена ""LEMANSO"" LM3086","E86DE12C-CA8E-11EA-B031-BC5FF4F4F2AA","6","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/grusha-klassicheskaya/lm3086-1.jpg","https://ultra-svet.com/lampa-svetodiodnaya-a60-7w-e27-175-265v-rozovaya-lemanso-lm3086","98","pwa-catalog"
"found","LM3086","LEMANSO","Лампа світлодіодна A60 7W E27 175-265V червона ""LEMANSO"" LM3086","E86DE12E-CA8E-11EA-B031-BC5FF4F4F2AA","10","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/grusha-klassicheskaya/lm3086-1.jpg","https://ultra-svet.com/lampa-svetodiodnaya-a60-7w-e27-175-265v-rozovaya-lemanso-lm3086","98","pwa-catalog"
"found","LM3829","LEMANSO","Лампа інфрачервона 250W E27 230V повністю червона гарант. 6міс ""LEMANSO"" LM3829","0FC82C32-73C4-11EE-9B50-BC5FF4F4F2AA","8","https://cdn.27.ua/sc--media--prod/default/f7/99/a0/f799a073-cb64-43fc-8dbf-676e86fa21f9.jpg","https://epicentrk.ua/shop/mplc-lampa-infracervona-lemanso-lm3829-250w-e27-230v-9092-1effa0ed-c23a-6614-8ee3-914e9f7e0845.html","107","epicentr"
"found","LM796","LEMANSO","Лампа світлодіодна C37 8W E14 800LM 4000K 175-265V свічка ""LEMANSO"" LM796","3436246E-A12B-11E8-836C-BC5FF4F4F2AA","14","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/svecha/svechae27-2.jpg","https://ultra-svet.com/lampa-svetodiodnaya-c37-8w-e14-800lm-4000k-175-265v-svecha-lemanso-lm796","98","pwa-catalog"
"found","LM797","LEMANSO","Лампа світлодіодна C37 8W E27 800LM 4000K 175-265V свічка ""LEMANSO"" LM797","34362470-A12B-11E8-836C-BC5FF4F4F2AA","37","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/svecha/svechae27-1.jpg","https://ultra-svet.com/lampa-svetodiodnaya-c37-8w-e27-800lm-6500k-175-265v-svecha-lemanso-lm797","98","pwa-catalog"
"found","LM3053","LEMANSO","Лампа світлодіодна C37 9W E14 1080LM 4000K 175-265V свічка ""LEMANSO"" LM3053","780D08AF-C569-11E9-AFC7-BC5FF4F4F2AA","32","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/svecha/svechae27-2.jpg","https://ultra-svet.com/lampa-svetodiodnaya-c37-9w-e14-1080lm-4000k-175-265v-svecha-lemanso-lm3053","98","pwa-catalog"
"found","LM3054","LEMANSO","Лампа світлодіодна C37 9W E27 1080LM 4000K 175-265V свічка ""LEMANSO"" LM3054","780D08B1-C569-11E9-AFC7-BC5FF4F4F2AA","18","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/svecha/svechae27-1.jpg","https://ultra-svet.com/lampa-svetodiodnaya-c37-9w-e27-1080lm-4000k-175-265v-svecha-lemanso-lm3054","98","pwa-catalog"
"found","LM3030","LEMANSO","Лампа світлодіодна G4 1,5W 150LM 4500K AC/DC 12V силікон ""LEMANSO"" LM3030","308B2309-0115-11E8-BFD2-BC5FF4F4F2AA","10","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/kapsulynaya/77.jpg","https://ultra-svet.com/lampa-svetodiodnaya-g4-1-5w-150lm-4500k-acdc-12v-silikon-lemanso-lm3030","98","pwa-catalog"
"found","LM327","LEMANSO","Лампа світлодіодна G4 2.5W 170LM 4500K 230V силікон ""LEMANSO"" LM327","707020D8-CBB4-11E4-841C-BC5FF4F4F2AA","13","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/kapsulynaya/lm327.jpg","https://ultra-svet.com/lampa-svetodiodnaya-g4-48led-25w-230v-170lm-3000k-3014smd-silikon-lemanso-lm327","98","pwa-catalog"
"found","LM350","LEMANSO","Лампа світлодіодна G4 2.5W 200LM 4500K 12V силікон ""LEMANSO"" LM350","707020D4-CBB4-11E4-841C-BC5FF4F4F2AA","11","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/kapsulynaya/lm327.jpg","https://ultra-svet.com/lampa-svetodiodnaya-g4-48led-25w-170lm-4500k-3014smd-acdc12v-silikon-lemanso-lm350","98","pwa-catalog"
"found","LM3828","LEMANSO","Лампа інфрачервона 250W E27 230V на половину червона гарант. 6міс ""LEMANSO"" LM3828","0FC82C30-73C4-11EE-9B50-BC5FF4F4F2AA","15","https://cdn.27.ua/sc--media--prod/default/05/fb/d1/05fbd1f8-8b15-488f-bb2e-3cf7f6493cf6.jpg","https://epicentrk.ua/shop/mplc-lampa-infracervona-lemanso-griuca-250w-e27-220v-cervonij-lm3828-1f0b6958-547d-6a42-8c31-5f427083e1d3.html","107","epicentr"
"found","LM3031","LEMANSO","Лампа світлодіодна G4 COB 3W 300LM 4500K AC/DC 12V силікон ""LEMANSO"" LM3031","308B2313-0115-11E8-BFD2-BC5FF4F4F2AA","7","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/kapsulynaya/i-1.jpg","https://ultra-svet.com/lampa-svetodiodnaya-g4-cob-3w-300lm-4500k-acdc-12v-silikon-lemanso-lm3031","98","pwa-catalog"
"found","LM705","LEMANSO","Лампа світлодіодна G45 1,2W E27 230V 6500К біла кулька ""LEMANSO"" LM705","E97B26A5-CA42-11E4-9DB7-BC5FF4F4F2AA","46","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/sharik/lm-357-krasnyj.png","https://ultra-svet.com/lampa-svetodiodnaya-g45-1-2w-e27-230v-oranzhevyj-sharik-lemanso-lm705","98","pwa-catalog"
"found","LM705","LEMANSO","Лампа світлодіодна G45 1,2W E27 230V жовта кулька ""LEMANSO"" LM705","6785807B-CBD2-11E4-841C-BC5FF4F4F2AA","7","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/sharik/lm-357-krasnyj.png","https://ultra-svet.com/lampa-svetodiodnaya-g45-1-2w-e27-230v-oranzhevyj-sharik-lemanso-lm705","98","pwa-catalog"
"found","LM705","LEMANSO","Лампа світлодіодна G45 1,2W E27 230V зелена кулька ""LEMANSO"" LM705","0C76B500-C989-11E4-9881-BC5FF4F4F2AA","5","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/sharik/lm-357-krasnyj.png","https://ultra-svet.com/lampa-svetodiodnaya-g45-1-2w-e27-230v-oranzhevyj-sharik-lemanso-lm705","98","pwa-catalog"
"found","LM705","LEMANSO","Лампа світлодіодна G45 1,2W E27 230V рожева кулька ""LEMANSO"" LM705","0C76B504-C989-11E4-9881-BC5FF4F4F2AA","9","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/sharik/lm-357-krasnyj.png","https://ultra-svet.com/lampa-svetodiodnaya-g45-1-2w-e27-230v-oranzhevyj-sharik-lemanso-lm705","98","pwa-catalog"
"found","LM705","LEMANSO","Лампа світлодіодна G45 1,2W E27 230V синя кулька ""LEMANSO"" LM705","0C76B4FE-C989-11E4-9881-BC5FF4F4F2AA","10","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/sharik/lm-357-krasnyj.png","https://ultra-svet.com/lampa-svetodiodnaya-g45-1-2w-e27-230v-oranzhevyj-sharik-lemanso-lm705","98","pwa-catalog"
"found","LM705","LEMANSO","Лампа світлодіодна G45 1,2W E27 230V фіолетова кулька ""LEMANSO"" LM705","940BEC62-C999-11E4-9881-BC5FF4F4F2AA","7","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/sharik/lm-357-krasnyj.png","https://ultra-svet.com/lampa-svetodiodnaya-g45-1-2w-e27-230v-oranzhevyj-sharik-lemanso-lm705","98","pwa-catalog"
"found","LM705","LEMANSO","Лампа світлодіодна G45 1,2W E27 230V червона кулька ""LEMANSO"" LM705","0C76B502-C989-11E4-9881-BC5FF4F4F2AA","15","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/sharik/lm-357-krasnyj.png","https://ultra-svet.com/lampa-svetodiodnaya-g45-1-2w-e27-230v-oranzhevyj-sharik-lemanso-lm705","98","pwa-catalog"
"found","LM3057","LEMANSO","Лампа світлодіодна G45 9W E14 1080LM 6500K 175-265V кулька ""LEMANSO"" LM3057","580B1A4E-2761-11EC-AA55-BC5FF4F4F2AA","22","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/sharik/lm3057-1.jpg","https://ultra-svet.com/index.php?route=product%2Fproduct&path=105&product_id=1083993","98","pwa-catalog"
"found","LM3024","LEMANSO","Лампа світлодіодна G9 COB 2W 230LM 6500K 230V ""LEMANSO"" LM3024","00F3FAF8-EC59-11E9-AFAB-BC5FF4F4F2AA","8","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/kapsulynaya/vamelectro_lampa_svetodiodnaya_ul_00001815_g9_4w_3000k_kapsulnaya_prozrachnaya_led_jcd_4w_ww_g9_cl_g.jpeg","https://ultra-svet.com/lampa-svetodiodnaya-g9-cob-2w-230lm-4500k-230v-lemanso-lm3024","98","pwa-catalog"
"found","LM708","LEMANSO","Лампа світлодіодна IP65+метал. відбивач античне золото 10W E27 800LM 6500K 230V ""LEMANSO"" LM708","7BEA8A69-86F3-11E5-B379-BC5FF4F4F2AA","5","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/visokomoshtnaya-s-otrazhatelem/img_7273.JPG","https://ultra-svet.com/lampa-svetodiodnaya-ip65-metal-otrazhatel-antichnoe-zoloto-10w-e27-800lm-6500k-lemanso-lm708","98","pwa-catalog"
"found","LM709","LEMANSO","Лампа світлодіодна IP65+метал. відбивач зелений 18W E27 1440LM 6500K 230V ""LEMANSO"" LM709","BF0D7269-86F5-11E5-B379-BC5FF4F4F2AA","1","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/visokomoshtnaya-s-otrazhatelem/img_7273.JPG","https://ultra-svet.com/lampa-svetodiodnaya-ip65-metal-otrazhatel-zeleniy-18w-e27-1440lm-6500k-lemanso-lm709","98","pwa-catalog"
"found","LM712","LEMANSO","Лампа світлодіодна IP65+метал. відбивач зелений 50W E27 4000LM 6500K 230V ""LEMANSO"" LM712","C5D88000-879A-11E5-A471-BC5FF4F4F2AA","1","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/visokomoshtnaya-s-otrazhatelem/img_7273.JPG","https://ultra-svet.com/lampa-svetodiodnaya-ip65-metal.-otrazhatel-antichnoe-zoloto-50w-e27-4000lm-6500k-lemanso-lm712","98","pwa-catalog"
"found","LM710","LEMANSO","Лампа світлодіодна IP65+метал. відбивач срібло 24W E27 1920LM 6500K 230V ""LEMANSO"" LM710","C5D88006-879A-11E5-A471-BC5FF4F4F2AA","2","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/visokomoshtnaya-s-otrazhatelem/img_7273.JPG","https://ultra-svet.com/lampa-svetodiodnaya-ip65-metal-otrazhatel-antichnoe-zoloto-24w-e27-1920lm-6500k-lemanso-lm710","98","pwa-catalog"
"found","LM711","LEMANSO","Лампа світлодіодна IP65+метал. відбивач срібло 36W E27 2880LM 6500K 230V ""LEMANSO"" LM711","C5D87FFA-879A-11E5-A471-BC5FF4F4F2AA","33","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/visokomoshtnaya-s-otrazhatelem/img_7273.JPG","https://ultra-svet.com/lampa-svetodiodnaya-ip65-metal.-otrazhatel-antichnoe-zoloto-36w-e27-2880lm-6500k-lemanso-lm711","98","pwa-catalog"
"found","LM711","LEMANSO","Лампа світлодіодна IP65+метал. відбивач червоний 36W E27 2880LM 6500K 230V ""LEMANSO"" LM711","C5D87FF8-879A-11E5-A471-BC5FF4F4F2AA","2","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/visokomoshtnaya-s-otrazhatelem/img_7273.JPG","https://ultra-svet.com/lampa-svetodiodnaya-ip65-metal.-otrazhatel-antichnoe-zoloto-36w-e27-2880lm-6500k-lemanso-lm711","98","pwa-catalog"
"found","LM3070","LEMANSO","Лампа світлодіодна MR16 6W 600LM 5000K 175-265V матова ""LEMANSO"" LM3070","95E366F3-F620-11E9-B7FC-BC5FF4F4F2AA","41","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/tochechnaya/3e6aba0def7bca7822e19a4aa07e1a76.jpg","https://ultra-svet.com/lampa-svetodiodnaya-mr16-6w-600lm-5000k-175-265v-matovaya-lemanso-lm3070","98","pwa-catalog"
"found","LM3072","LEMANSO","Лампа світлодіодна MR16 8W 900LM 5000K 175-265V матова ""LEMANSO"" LM3072","89B0F8FE-DAFD-11EA-891B-BC5FF4F4F2AA","27","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/tochechnaya/3e6aba0def7bca7822e19a4aa07e1a76.jpg","https://ultra-svet.com/lampa-svetodiodnaya-mr16-8w-900lm-5000k-175-265v-matovaya-lemanso-lm3072","98","pwa-catalog"
"found","LM3070","LEMANSO","Лампа світлодіодна MR16 6W 600LM 6500K 175-265V матова ""LEMANSO"" LM3070","D6FB6356-6F5E-11EB-AA5C-BC5FF4F4F2AA","41","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/svetodiodnie-lampi/tochechnaya/3e6aba0def7bca7822e19a4aa07e1a76.jpg","https://ultra-svet.com/lampa-svetodiodnaya-mr16-6w-600lm-5000k-175-265v-matovaya-lemanso-lm3070","98","pwa-catalog"
"found","LMF9324","LEMANSO","Ліхтарик + ліхтар в ручці 4в1 з USB кабель + Power bank + годинник + сон.батарея ""LEMANSO"" LMF9324","BDFFEE8B-A935-11ED-B9C6-BC5FF4F4F2AA","13","https://ultra-svet.com/image/cache/catalog/tovari/led-osveshtenie/svetodiodnie-fonariki/lemanso/lmf9324-1-800x800.jpg","https://ultra-svet.com/lihtaryk-lihtar-v-ruchci-4v1-z-usb-kabel-power-bank-godynnyk-sonyachna-batareya-lemanso-lmf9324","110","ultra-svet"
"found","LM689","LEMANSO","Модульна розетка на DIN-рейку без заземлення 16А ""LEMANSO"" LM689","B866573B-C271-11E4-8364-BC5FF4F4F2AA","5","https://cdn.27.ua/sc--media--prod/default/30/e7/ea/30e7ea93-2eae-469d-977c-66bd38b66b7b.jpg","https://epicentrk.ua/shop/mplc-rozetka-modul-na-lemanso-lm689-na-din-rejku-bez-zazemlenna-16a-12254-1f0d7979-08aa-6db2-9dc5-735d13e6715a.html","107","epicentr"
"found","LM688","LEMANSO","Модульна розетка на DIN-рейку із заземленням 16А ""LEMANSO"" LM688","0CA8A6D5-8569-11E5-87E1-BC5FF4F4F2AA","6","https://cdn.27.ua/sc--media--prod/default/fd/ca/8d/fdca8d4e-bc1b-4400-ad38-65e62017f503.jpg","https://epicentrk.ua/shop/mplc-rozetka-modul-na-lemanso-lm688-na-din-rejku-z-zazemlennam-16a-zahist-vid-ditej-12256-1f0d7979-0887-67e0-9b23-735d13e6715a.html","107","epicentr"
"not_found","LM3815","LEMANSO","Лампа ультрафіолетова T5 8W ""LEMANSO"" LM3815","39E12A9A-5A99-11E4-AF93-BC5FF4F4F2AA","2","","","","no_strict_source_match"
"found","LTL10037","LEMANSO","Ручний шуруповерт з насадками та подовжувачем 33шт. ""LEMANSO"" LTL10037","B8665737-C271-11E4-8364-BC5FF4F4F2AA","4","https://cdn.27.ua/sc--media--prod/default/d7/f6/d5/d7f6d522-bdaf-4f6e-a2d0-89ceb2e2b449.jpg","https://epicentrk.ua/shop/mplc-rucnij-surupovert-lemanso-ltl10037-z-nasadkami-ta-podovzuvacem-33-pr-2374-1ee223bf-4294-6306-8e16-9f0d0961b27f.html","107","epicentr"
"found","LM2676","LEMANSO","Набір клем 100 штук у пластиковій коробці ""LEMANSO"" LM2676","0D700A9F-C971-11EE-8DE0-BC5FF4F4F2AA","2","https://cdn.27.ua/sc--media--prod/default/a4/66/fa/a466fa37-d376-4f3e-9f5f-7f4ba3bd5769.jpg","https://epicentrk.ua/shop/mplc-klemi-lemanso-lm2676-100-st-7944-1ef282d7-4449-653e-b237-297f607f8ead.html","107","epicentr"
"not_found","LM9104","LEMANSO","Щупи для мультиметра сірі довжина 105см ""LEMANSO"" LM9104","F373B8CA-36D5-11F0-9D3F-BC5FF4F4F2AA","4","","","","no_strict_source_match"
"not_found","LMA259","LEMANSO","Набір термо-трубок у коробці 45мм ""LEMANSO"" LMA259","71881FA4-9C42-11E6-A424-BC5FF4F4F2AA","2","","","","no_strict_source_match"
"found","LM1049","LEMANSO","Накладна квадратна LED панель 12W 900LM 4500K Горизонт ""LEMANSO"" LM1049","DE129E94-C248-11E9-9FE6-BC5FF4F4F2AA","11","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/led-paneli-i-downlight/led-paneli-obichnie/438.jpg","https://ultra-svet.com/nakladnaya-kvadratnaya-led-panel-12w-900lm-4500k-gorizont-lemanso-lm1049","98","pwa-catalog"
"found","LM1049","LEMANSO","Накладна квадратна LED панель 12W 900LM 6400K Горизонт ""LEMANSO"" LM1049","DFEE29CF-6D06-11EB-8A7A-BC5FF4F4F2AA","6","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/led-paneli-i-downlight/led-paneli-obichnie/438.jpg","https://ultra-svet.com/nakladnaya-kvadratnaya-led-panel-12w-900lm-4500k-gorizont-lemanso-lm1049","98","pwa-catalog"
"found","LM1050","LEMANSO","Накладна кругла LED панель 12W 900LM 4500K 85-265V ""Обрій"" ""LEMANSO"" LM1050","511103A2-FFB9-11E9-B467-BC5FF4F4F2AA","6","https://ultra-svet.com/image/catalog/tovari/led-osveshtenie/led-paneli-i-downlight/led-paneli-obichnie/lm1050-1.jpg","https://ultra-svet.com/nakladnaya-kruglaya-led-panel-12w-900lm-4500k-85-265v-obrij-lemanso-lm1050","98","pwa-catalog"
"not_found","LMA252","LEMANSO","Набір термо-трубок у коробці 10см ""LEMANSO"" LMA252","330CEA87-18EA-11E6-8B9E-BC5FF4F4F2AA","2","","","","no_strict_source_match"
"found","LMN077","LEMANSO","Настільна лампа 1W 1LED 6500K срібло ""LEMANSO"" LMN077 - Розпродаж!","97D4FE9F-CD7B-11E4-A22A-BC5FF4F4F2AA","1","https://ultra-svet.com/image/cache/catalog/tovari/led-osveshtenie/svetodiodnie-nastolynie-lampi/lmn077-1-800x800.jpg","https://ultra-svet.com/nastolnaya-lampa-1w-1led-6500k-serebro-lemanso-lmn077","110","ultra-svet"
"not_found","LMA251","LEMANSO","Набір термо-трубок у коробці 4см ""LEMANSO"" LMA251","330CEA89-18EA-11E6-8B9E-BC5FF4F4F2AA","2","","","","no_strict_source_match"
"not_found","LTL80003","LEMANSO","Ніж канцелярський червоний ""LEMANSO"" LTL80003","5AE19EF8-9D71-11E3-822B-902B34A4365E","2","","","","no_strict_source_match"
"not_found","NL111/NL9","LEMANSO","Нічник Кішечка блакитний ""LEMANSO"" NL111/NL9","B39458A8-0CE3-11E4-9FF5-902B34A4365E","2","","","","no_strict_source_match"
"not_found","NL112/NL9","LEMANSO","Нічник Кішечка жовтий ""LEMANSO"" NL112/NL9","B39458AA-0CE3-11E4-9FF5-902B34A4365E","1","","","","no_strict_source_match"
"not_found","NL117/NL9","LEMANSO","Нічник Кішечка рожевий/оранж ""LEMANSO"" NL117/NL9","B39458AE-0CE3-11E4-9FF5-902B34A4365E","2","","","","no_strict_source_match"
"not_found","NL113/NL9","LEMANSO","Нічник Кішечка зелений ""LEMANSO"" NL113/NL9","B39458AC-0CE3-11E4-9FF5-902B34A4365E","2","","","","no_strict_source_match"
"not_found","NL100/NL5","LEMANSO","Нічник Метелик білий 3 LED ""LEMANSO"" NL100/NL5","FDD352DD-59D7-11E4-B89C-BC5FF4F4F2AA","2","","","","no_strict_source_match"
"not_found","NL101/NL5","LEMANSO","Нічник Метелик блакитний 3 LED ""LEMANSO"" NL101/NL5","FDD352D7-59D7-11E4-B89C-BC5FF4F4F2AA","2","","","","no_strict_source_match"
